Building ID;Number Apartments [-];Building Volume [m3];Reference Airflow Supply Fan [m3/s]; Reference Airflow Exhaust Fan [m3/s];Reference Power Supply Fan [W];Reference Power Exhaust Fan [W];Power Exponent Supply Fan [-];Power Exponent Exhaust Fan [-];Airflow Exponent Supply Fan [-];Power Exponent Exhaust Fan [-]; Minimum Airflow [m3/s]; Indoor CO2 Generation G [cm3/s] ;List Used Files for Household Load
310;126;11685.285611;8.02585519869;8.02585519869;809.006204027;1502.44009319;1.01819374778;0.965206110157;0.588224486377;0.62171123893;1.60517103974;[2384.074019025944, 2296.6447185566967, 2205.9795273352247, 2153.6712110097656, 2131.526873605728, 2138.566720775075, 2138.9467237020613, 2196.061660242344, 2138.2329837571738, 1886.0953179828493, 1607.319054196485, 1468.771336439617, 1378.5470651565713, 1327.7807135002656, 1354.4699136946447, 1416.256460027253, 1521.3547564804787, 1622.4638930377403, 1678.9569661562807, 1735.959681978833, 1813.012767111692, 1944.0385555251255, 2151.24144177659, 2348.270530666806];['house_000714.csv', 'house_000053.csv', 'house_000876.csv', 'house_000794.csv', 'house_000259.csv', 'house_000344.csv', 'house_000755.csv', 'house_000086.csv', 'house_000700.csv', 'house_000167.csv', 'house_000353.csv', 'house_000676.csv', 'house_000570.csv', 'house_000631.csv', 'house_000188.csv', 'house_000995.csv', 'house_000847.csv', 'house_000170.csv', 'house_000144.csv', 'house_000233.csv', 'house_000229.csv', 'house_000552.csv', 'house_000336.csv', 'house_000979.csv', 'house_000283.csv', 'house_000599.csv', 'house_000854.csv', 'house_000934.csv', 'house_000027.csv', 'house_000960.csv', 'house_000208.csv', 'house_000136.csv', 'house_000140.csv', 'house_000261.csv', 'house_000976.csv', 'house_000057.csv', 'house_000641.csv', 'house_000715.csv', 'house_000992.csv', 'house_000329.csv', 'house_000332.csv', 'house_000645.csv', 'house_000751.csv', 'house_000759.csv', 'house_000152.csv', 'house_000064.csv', 'house_000611.csv', 'house_000570.csv', 'house_000685.csv', 'house_000194.csv', 'house_000072.csv', 'house_000956.csv', 'house_000823.csv', 'house_000579.csv', 'house_000924.csv', 'house_000578.csv', 'house_000790.csv', 'house_000688.csv', 'house_000124.csv', 'house_000888.csv', 'house_000626.csv', 'house_000256.csv', 'house_000852.csv', 'house_000748.csv', 'house_000758.csv', 'house_000002.csv', 'house_000957.csv', 'house_000479.csv', 'house_000030.csv', 'house_000010.csv', 'house_000319.csv', 'house_000002.csv', 'house_000183.csv', 'house_000590.csv', 'house_000326.csv', 'house_000700.csv', 'house_000206.csv', 'house_000163.csv', 'house_000266.csv', 'house_000072.csv', 'house_000305.csv', 'house_000845.csv', 'house_000295.csv', 'house_000800.csv', 'house_000838.csv', 'house_000529.csv', 'house_000911.csv', 'house_000385.csv', 'house_000510.csv', 'house_000425.csv', 'house_000818.csv', 'house_000749.csv', 'house_000833.csv', 'house_000516.csv', 'house_000042.csv', 'house_000170.csv', 'house_000692.csv', 'house_000056.csv', 'house_000441.csv', 'house_000916.csv', 'house_000453.csv', 'house_000931.csv', 'house_000257.csv', 'house_000188.csv', 'house_000180.csv', 'house_000502.csv', 'house_000140.csv', 'house_000115.csv', 'house_000562.csv', 'house_000467.csv', 'house_000682.csv', 'house_000015.csv', 'house_000506.csv', 'house_000199.csv', 'house_000959.csv', 'house_000408.csv', 'house_000968.csv', 'house_000979.csv', 'house_000633.csv', 'house_000950.csv', 'house_000804.csv', 'house_000201.csv', 'house_000062.csv', 'house_000147.csv', 'house_000548.csv', 'house_000848.csv']
311;119;8745.76317664;6.00689030586;6.00689030586;605.49454283;1124.48986526;1.3999814064;1.11088156758;0.65243712642;0.556396312322;1.20137806117;[1784.3420743098427, 1718.9062790661642, 1651.04860599026, 1611.8988443171897, 1595.3250833423178, 1600.5940034348698, 1600.8784137365515, 1643.6256537664567, 1600.3442205011004, 1411.6337014614212, 1202.9857262630069, 1099.290740234767, 1031.7630703346272, 993.7673803951993, 1013.7427093725967, 1059.9863802350524, 1138.6464011921194, 1214.320765753154, 1256.6025768328534, 1299.2658261197457, 1356.9356218814194, 1455.0008770790034, 1610.0803020072528, 1757.5452256480826];['house_000676.csv', 'house_000470.csv', 'house_000773.csv', 'house_000899.csv', 'house_000878.csv', 'house_000603.csv', 'house_000595.csv', 'house_000438.csv', 'house_000403.csv', 'house_000267.csv', 'house_000633.csv', 'house_000903.csv', 'house_000029.csv', 'house_000040.csv', 'house_000094.csv', 'house_000089.csv', 'house_000580.csv', 'house_000361.csv', 'house_000483.csv', 'house_000597.csv', 'house_000119.csv', 'house_000749.csv', 'house_000266.csv', 'house_000947.csv', 'house_000237.csv', 'house_000712.csv', 'house_000777.csv', 'house_000965.csv', 'house_000932.csv', 'house_000537.csv', 'house_000055.csv', 'house_000321.csv', 'house_000111.csv', 'house_000387.csv', 'house_000790.csv', 'house_000865.csv', 'house_000922.csv', 'house_000704.csv', 'house_000555.csv', 'house_000496.csv', 'house_000142.csv', 'house_000005.csv', 'house_000210.csv', 'house_000526.csv', 'house_000882.csv', 'house_000282.csv', 'house_000448.csv', 'house_000126.csv', 'house_000488.csv', 'house_000199.csv', 'house_000338.csv', 'house_000725.csv', 'house_000695.csv', 'house_000323.csv', 'house_000911.csv', 'house_000306.csv', 'house_000379.csv', 'house_000297.csv', 'house_000535.csv', 'house_000245.csv', 'house_000747.csv', 'house_000579.csv', 'house_000819.csv', 'house_000996.csv', 'house_000317.csv', 'house_000504.csv', 'house_000100.csv', 'house_000908.csv', 'house_000224.csv', 'house_000899.csv', 'house_000963.csv', 'house_000560.csv', 'house_000168.csv', 'house_000467.csv', 'house_000480.csv', 'house_000844.csv', 'house_000046.csv', 'house_000122.csv', 'house_000995.csv', 'house_000280.csv', 'house_000686.csv', 'house_000702.csv', 'house_000284.csv', 'house_000677.csv', 'house_000890.csv', 'house_000943.csv', 'house_000667.csv', 'house_000208.csv', 'house_000569.csv', 'house_000821.csv', 'house_000830.csv', 'house_000587.csv', 'house_000565.csv', 'house_000917.csv', 'house_000576.csv', 'house_000900.csv', 'house_000040.csv', 'house_000420.csv', 'house_000878.csv', 'house_000221.csv', 'house_000957.csv', 'house_000443.csv', 'house_000714.csv', 'house_000649.csv', 'house_000478.csv', 'house_000846.csv', 'house_000010.csv', 'house_000178.csv', 'house_000254.csv', 'house_000286.csv', 'house_000651.csv', 'house_000961.csv', 'house_000479.csv', 'house_000613.csv', 'house_000111.csv', 'house_000026.csv', 'house_000878.csv', 'house_000464.csv', 'house_000976.csv']
312;91;9293.71340666;6.38324132958;6.38324132958;643.430726022;1194.9427769;1.15933631121;1.11518012905;0.598544173534;0.551554328101;1.27664826592;[1896.136851999128, 1826.6012934379155, 1754.492118598277, 1712.8894982688741, 1695.2773377907133, 1700.876372696389, 1701.1786022194558, 1746.6040945109526, 1700.6109400573566, 1500.0770992301045, 1278.3566564042883, 1168.1648455365603, 1096.4063496344713, 1056.0301073496798, 1077.25695502097, 1126.397940797442, 1209.9862654035337, 1290.4018726246404, 1335.3327753432193, 1380.6690146011495, 1441.9520088012762, 1546.1613680704393, 1710.9570184263393, 1867.6610944655508];['house_000744.csv', 'house_000880.csv', 'house_000075.csv', 'house_000878.csv', 'house_000825.csv', 'house_000275.csv', 'house_000217.csv', 'house_000021.csv', 'house_000043.csv', 'house_000718.csv', 'house_000853.csv', 'house_000976.csv', 'house_000297.csv', 'house_000261.csv', 'house_000468.csv', 'house_000993.csv', 'house_000034.csv', 'house_000317.csv', 'house_000115.csv', 'house_000115.csv', 'house_000329.csv', 'house_000926.csv', 'house_000997.csv', 'house_000514.csv', 'house_000893.csv', 'house_000498.csv', 'house_000012.csv', 'house_000843.csv', 'house_000277.csv', 'house_000721.csv', 'house_000139.csv', 'house_000319.csv', 'house_000340.csv', 'house_000660.csv', 'house_000423.csv', 'house_000485.csv', 'house_000340.csv', 'house_000430.csv', 'house_000307.csv', 'house_000607.csv', 'house_000971.csv', 'house_000301.csv', 'house_000470.csv', 'house_000587.csv', 'house_000531.csv', 'house_000495.csv', 'house_000186.csv', 'house_000567.csv', 'house_000308.csv', 'house_000355.csv', 'house_000766.csv', 'house_000134.csv', 'house_000992.csv', 'house_000734.csv', 'house_000802.csv', 'house_000296.csv', 'house_000479.csv', 'house_000308.csv', 'house_000188.csv', 'house_000219.csv', 'house_000099.csv', 'house_000588.csv', 'house_000357.csv', 'house_000891.csv', 'house_000898.csv', 'house_000411.csv', 'house_000024.csv', 'house_000797.csv', 'house_000860.csv', 'house_000931.csv', 'house_000187.csv', 'house_000111.csv', 'house_000276.csv', 'house_000996.csv', 'house_000752.csv', 'house_000371.csv', 'house_000134.csv', 'house_000007.csv', 'house_000200.csv', 'house_000167.csv', 'house_000898.csv', 'house_000095.csv', 'house_000962.csv', 'house_000718.csv', 'house_000220.csv', 'house_000056.csv', 'house_000927.csv', 'house_000755.csv', 'house_000804.csv', 'house_000632.csv', 'house_000233.csv']
313;136;14240.9872736;9.78119881274;9.78119881274;985.944840324;1831.04041774;1.14059389745;1.17789600774;0.499464925072;0.676883835002;1.95623976255;[2905.497468754429, 2798.9464098606477, 2688.451734990716, 2624.703009294472, 2597.715459511532, 2606.294999394825, 2606.7581131797438, 2676.3647202823463, 2605.8882703868317, 2298.6052985333567, 1958.857571610418, 1790.0079301849594, 1680.0506093379304, 1618.1810930988506, 1650.707517609584, 1726.007467418113, 1854.0919278326483, 1977.3147548047298, 2046.1634900529502, 2115.633332521273, 2209.538782614937, 2369.2213652607247, 2621.7418225610436, 2861.863360094264];['house_000817.csv', 'house_000515.csv', 'house_000609.csv', 'house_000143.csv', 'house_000019.csv', 'house_000202.csv', 'house_000373.csv', 'house_000495.csv', 'house_000773.csv', 'house_000460.csv', 'house_000265.csv', 'house_000354.csv', 'house_000225.csv', 'house_000102.csv', 'house_000700.csv', 'house_000311.csv', 'house_000320.csv', 'house_000343.csv', 'house_000734.csv', 'house_000887.csv', 'house_000983.csv', 'house_000017.csv', 'house_000720.csv', 'house_000493.csv', 'house_000242.csv', 'house_000533.csv', 'house_000472.csv', 'house_000634.csv', 'house_000282.csv', 'house_000429.csv', 'house_000328.csv', 'house_000089.csv', 'house_000651.csv', 'house_000807.csv', 'house_000214.csv', 'house_000141.csv', 'house_000852.csv', 'house_000513.csv', 'house_000625.csv', 'house_000437.csv', 'house_000361.csv', 'house_000940.csv', 'house_000324.csv', 'house_000599.csv', 'house_000281.csv', 'house_000854.csv', 'house_000416.csv', 'house_000866.csv', 'house_000796.csv', 'house_000653.csv', 'house_000491.csv', 'house_000834.csv', 'house_000682.csv', 'house_000445.csv', 'house_000585.csv', 'house_000425.csv', 'house_000310.csv', 'house_000845.csv', 'house_000593.csv', 'house_000805.csv', 'house_000195.csv', 'house_000043.csv', 'house_000157.csv', 'house_000798.csv', 'house_000863.csv', 'house_000339.csv', 'house_000879.csv', 'house_000799.csv', 'house_000904.csv', 'house_000926.csv', 'house_000241.csv', 'house_000592.csv', 'house_000479.csv', 'house_000944.csv', 'house_000459.csv', 'house_000130.csv', 'house_000285.csv', 'house_000189.csv', 'house_000942.csv', 'house_000452.csv', 'house_000537.csv', 'house_000366.csv', 'house_000892.csv', 'house_000619.csv', 'house_000351.csv', 'house_000696.csv', 'house_000672.csv', 'house_000626.csv', 'house_000807.csv', 'house_000555.csv', 'house_000262.csv', 'house_000155.csv', 'house_000458.csv', 'house_000608.csv', 'house_000234.csv', 'house_000550.csv', 'house_000870.csv', 'house_000850.csv', 'house_000906.csv', 'house_000148.csv', 'house_000956.csv', 'house_000581.csv', 'house_000353.csv', 'house_000266.csv', 'house_000633.csv', 'house_000952.csv', 'house_000796.csv', 'house_000982.csv', 'house_000725.csv', 'house_000948.csv', 'house_000476.csv', 'house_000698.csv', 'house_000353.csv', 'house_000906.csv', 'house_000720.csv', 'house_000343.csv', 'house_000612.csv', 'house_000390.csv', 'house_000186.csv', 'house_000069.csv', 'house_000569.csv', 'house_000228.csv', 'house_000101.csv', 'house_000093.csv', 'house_000557.csv', 'house_000287.csv', 'house_000380.csv', 'house_000244.csv', 'house_000015.csv', 'house_000548.csv', 'house_000791.csv', 'house_000805.csv', 'house_000321.csv', 'house_000974.csv', 'house_000156.csv', 'house_000484.csv']
314;131;10956.6867776;7.52542851426;7.52542851426;758.563194238;1408.76021787;1.31235529314;0.859598957432;0.436977894568;0.669699298513;1.50508570285;[2235.422663223068, 2153.4447388218173, 2068.4326873483747, 2019.3858897842847, 1998.6222921358903, 2005.2231920166817, 2005.5795010692934, 2059.1332173263327, 2004.910264109486, 1768.493840866733, 1507.099784699256, 1377.1907694002784, 1292.5921457043119, 1244.9911685047769, 1270.0162484736395, 1327.9502911467885, 1426.4955174622307, 1521.3003152643407, 1574.270942416219, 1627.7194351216003, 1699.9681201048054, 1822.8242120501927, 2017.1076210867113, 2201.8515875510293];['house_000592.csv', 'house_000075.csv', 'house_000424.csv', 'house_000463.csv', 'house_000792.csv', 'house_000913.csv', 'house_000595.csv', 'house_000355.csv', 'house_000065.csv', 'house_000423.csv', 'house_000833.csv', 'house_000583.csv', 'house_000608.csv', 'house_000365.csv', 'house_000605.csv', 'house_000672.csv', 'house_000020.csv', 'house_000395.csv', 'house_000470.csv', 'house_000363.csv', 'house_000955.csv', 'house_000692.csv', 'house_000506.csv', 'house_000114.csv', 'house_000903.csv', 'house_000390.csv', 'house_000757.csv', 'house_000188.csv', 'house_000793.csv', 'house_000429.csv', 'house_000451.csv', 'house_000881.csv', 'house_000271.csv', 'house_000452.csv', 'house_000385.csv', 'house_000449.csv', 'house_000767.csv', 'house_000518.csv', 'house_000267.csv', 'house_000184.csv', 'house_000312.csv', 'house_000655.csv', 'house_000237.csv', 'house_000344.csv', 'house_000384.csv', 'house_000452.csv', 'house_000464.csv', 'house_000752.csv', 'house_000096.csv', 'house_000005.csv', 'house_000261.csv', 'house_000181.csv', 'house_000032.csv', 'house_000308.csv', 'house_000937.csv', 'house_000581.csv', 'house_000143.csv', 'house_000744.csv', 'house_000311.csv', 'house_000403.csv', 'house_000580.csv', 'house_000643.csv', 'house_000803.csv', 'house_000425.csv', 'house_000569.csv', 'house_000163.csv', 'house_000370.csv', 'house_000677.csv', 'house_000743.csv', 'house_000927.csv', 'house_000325.csv', 'house_000368.csv', 'house_000738.csv', 'house_000922.csv', 'house_000446.csv', 'house_000226.csv', 'house_000708.csv', 'house_000299.csv', 'house_000053.csv', 'house_000886.csv', 'house_000676.csv', 'house_000803.csv', 'house_000563.csv', 'house_000586.csv', 'house_000991.csv', 'house_000399.csv', 'house_000738.csv', 'house_000834.csv', 'house_000395.csv', 'house_000590.csv', 'house_000618.csv', 'house_000862.csv', 'house_000643.csv', 'house_000080.csv', 'house_000458.csv', 'house_000597.csv', 'house_000044.csv', 'house_000695.csv', 'house_000560.csv', 'house_000940.csv', 'house_000186.csv', 'house_000051.csv', 'house_000842.csv', 'house_000232.csv', 'house_000718.csv', 'house_000067.csv', 'house_000206.csv', 'house_000514.csv', 'house_000097.csv', 'house_000082.csv', 'house_000296.csv', 'house_000990.csv', 'house_000126.csv', 'house_000118.csv', 'house_000322.csv', 'house_000261.csv', 'house_000400.csv', 'house_000177.csv', 'house_000638.csv', 'house_000862.csv', 'house_000713.csv', 'house_000266.csv', 'house_000579.csv', 'house_000959.csv', 'house_000382.csv', 'house_000972.csv', 'house_000146.csv', 'house_000099.csv', 'house_000766.csv', 'house_000278.csv', 'house_000526.csv']
315;55;12342.0526854;8.47694536579;8.47694536579;854.476092872;1586.88417248;1.12997328506;0.820722402064;0.592318650154;0.450115776893;1.69538907316;[2518.070000889457, 2425.7267695327773, 2329.9657754035047, 2274.717489869992, 2251.328538326674, 2258.7640574533916, 2259.1654183016954, 2319.4904783279567, 2258.4115628721597, 1992.1025946044638, 1697.6578159615185, 1551.3230759362038, 1456.0277834843478, 1402.408128163169, 1430.5973847973473, 1495.8566206839384, 1606.861927285778, 1713.6538647629109, 1773.322109768144, 1833.5286417535228, 1914.9124665008374, 2053.302509978412, 2272.1511563726604, 2480.2541909587];['house_000602.csv', 'house_000134.csv', 'house_000139.csv', 'house_000046.csv', 'house_000383.csv', 'house_000188.csv', 'house_000630.csv', 'house_000286.csv', 'house_000877.csv', 'house_000442.csv', 'house_000994.csv', 'house_000070.csv', 'house_000935.csv', 'house_000175.csv', 'house_000769.csv', 'house_000343.csv', 'house_000322.csv', 'house_000372.csv', 'house_000119.csv', 'house_000099.csv', 'house_000960.csv', 'house_000501.csv', 'house_000557.csv', 'house_000549.csv', 'house_000682.csv', 'house_000750.csv', 'house_000020.csv', 'house_000964.csv', 'house_000520.csv', 'house_000911.csv', 'house_000516.csv', 'house_000678.csv', 'house_000937.csv', 'house_000679.csv', 'house_000934.csv', 'house_000113.csv', 'house_000014.csv', 'house_000549.csv', 'house_000385.csv', 'house_000460.csv', 'house_000596.csv', 'house_000712.csv', 'house_000359.csv', 'house_000436.csv', 'house_000240.csv', 'house_000135.csv', 'house_000692.csv', 'house_000092.csv', 'house_000588.csv', 'house_000929.csv', 'house_000176.csv', 'house_000785.csv', 'house_000292.csv', 'house_000166.csv', 'house_000499.csv']
316;84;13445.6865925;9.23495901004;9.23495901004;930.883868212;1728.78432668;1.22739792289;1.11144332197;0.550738958177;0.449401331658;1.84699180201;[2743.237361947837, 2642.636742310116, 2538.3127414603005, 2478.1241204110206, 2452.643714501831, 2460.744122300933, 2461.181373082007, 2526.900736907212, 2460.3601074384474, 2170.23762819217, 1849.463417181963, 1690.0433351165043, 1586.226679273205, 1527.8123215469043, 1558.522278766957, 1629.6170354786564, 1750.5485045550035, 1866.8898424600611, 1931.89365846295, 1997.4838953972921, 2086.145111577219, 2236.910077465844, 2475.3283038012314, 2702.0400391419876];['house_000388.csv', 'house_000844.csv', 'house_000505.csv', 'house_000222.csv', 'house_000541.csv', 'house_000551.csv', 'house_000790.csv', 'house_000153.csv', 'house_000778.csv', 'house_000597.csv', 'house_000083.csv', 'house_000255.csv', 'house_000606.csv', 'house_000642.csv', 'house_000826.csv', 'house_000634.csv', 'house_000294.csv', 'house_000312.csv', 'house_000872.csv', 'house_000866.csv', 'house_000895.csv', 'house_000347.csv', 'house_000659.csv', 'house_000544.csv', 'house_000216.csv', 'house_000063.csv', 'house_000757.csv', 'house_000335.csv', 'house_000044.csv', 'house_000827.csv', 'house_000943.csv', 'house_000368.csv', 'house_000635.csv', 'house_000450.csv', 'house_000901.csv', 'house_000638.csv', 'house_000426.csv', 'house_000096.csv', 'house_000443.csv', 'house_000176.csv', 'house_000230.csv', 'house_000564.csv', 'house_000726.csv', 'house_000690.csv', 'house_000757.csv', 'house_000121.csv', 'house_000581.csv', 'house_000882.csv', 'house_000927.csv', 'house_000854.csv', 'house_000070.csv', 'house_000839.csv', 'house_000754.csv', 'house_000661.csv', 'house_000448.csv', 'house_000894.csv', 'house_000070.csv', 'house_000363.csv', 'house_000050.csv', 'house_000184.csv', 'house_000888.csv', 'house_000864.csv', 'house_000111.csv', 'house_000085.csv', 'house_000993.csv', 'house_000813.csv', 'house_000178.csv', 'house_000753.csv', 'house_000185.csv', 'house_000402.csv', 'house_000130.csv', 'house_000375.csv', 'house_000467.csv', 'house_000624.csv', 'house_000686.csv', 'house_000409.csv', 'house_000426.csv', 'house_000556.csv', 'house_000743.csv', 'house_000842.csv', 'house_000523.csv', 'house_000801.csv', 'house_000645.csv', 'house_000113.csv']
317;60;11067.385087;7.60145991233;7.60145991233;766.227159163;1422.99329559;1.29055843718;1.12832791894;0.629030931582;0.474736946291;1.52029198247;[2258.0077306435164, 2175.201561552771, 2089.3306108001602, 2039.7882804457993, 2018.8149026692463, 2025.4824931903784, 2025.8424021277494, 2079.9371857686797, 2025.1664036896293, 1786.3614026865794, 1522.3264131157807, 1391.1048926170836, 1305.6515466123187, 1257.5696441287118, 1282.8475591106562, 1341.3669247660039, 1440.9077796115284, 1536.6704154034596, 1590.1762188355156, 1644.164715823368, 1717.1433484125578, 1841.2406880044189, 2037.4869937959688, 2224.097477499627];['house_000854.csv', 'house_000027.csv', 'house_000913.csv', 'house_000153.csv', 'house_000784.csv', 'house_000626.csv', 'house_000702.csv', 'house_000518.csv', 'house_000020.csv', 'house_000227.csv', 'house_000156.csv', 'house_000881.csv', 'house_000076.csv', 'house_000581.csv', 'house_000821.csv', 'house_000793.csv', 'house_000410.csv', 'house_000531.csv', 'house_000451.csv', 'house_000018.csv', 'house_000778.csv', 'house_000755.csv', 'house_000188.csv', 'house_000470.csv', 'house_000738.csv', 'house_000585.csv', 'house_000632.csv', 'house_000509.csv', 'house_000168.csv', 'house_000770.csv', 'house_000132.csv', 'house_000827.csv', 'house_000763.csv', 'house_000722.csv', 'house_000996.csv', 'house_000691.csv', 'house_000906.csv', 'house_000683.csv', 'house_000474.csv', 'house_000238.csv', 'house_000688.csv', 'house_000385.csv', 'house_000958.csv', 'house_000322.csv', 'house_000760.csv', 'house_000520.csv', 'house_000632.csv', 'house_000110.csv', 'house_000780.csv', 'house_000711.csv', 'house_000334.csv', 'house_000687.csv', 'house_000983.csv', 'house_000837.csv', 'house_000570.csv', 'house_000692.csv', 'house_000857.csv', 'house_000741.csv', 'house_000480.csv', 'house_000481.csv']
318;84;11316.0958227;7.77228298142;7.77228298142;783.446124527;1454.97137412;1.0454609056;1.07500630819;0.661074906601;0.600777758664;1.55445659628;[2308.7505899125545, 2224.0835672349253, 2136.282889887403, 2085.627224329218, 2064.1825243590033, 2070.9999516600924, 2071.367948616079, 2126.6783720248586, 2070.6767588687585, 1826.5052356903457, 1556.5367454782206, 1422.366362113657, 1334.992674096089, 1285.830255732044, 1311.6762262016362, 1371.5106626141228, 1473.288439645696, 1571.2030919632027, 1625.9112993626072, 1681.1130476018275, 1755.7316854190178, 1882.617790413722, 2083.2742222388138, 2274.0782919006583];['house_000845.csv', 'house_000243.csv', 'house_000444.csv', 'house_000930.csv', 'house_000963.csv', 'house_000258.csv', 'house_000703.csv', 'house_000954.csv', 'house_000391.csv', 'house_000772.csv', 'house_000426.csv', 'house_000933.csv', 'house_000636.csv', 'house_000266.csv', 'house_000700.csv', 'house_000464.csv', 'house_000766.csv', 'house_000820.csv', 'house_000440.csv', 'house_000163.csv', 'house_000181.csv', 'house_000874.csv', 'house_000191.csv', 'house_000398.csv', 'house_000413.csv', 'house_000502.csv', 'house_000064.csv', 'house_000732.csv', 'house_000989.csv', 'house_000124.csv', 'house_000076.csv', 'house_000738.csv', 'house_000941.csv', 'house_000924.csv', 'house_000860.csv', 'house_000647.csv', 'house_000332.csv', 'house_000112.csv', 'house_000490.csv', 'house_000094.csv', 'house_000845.csv', 'house_000954.csv', 'house_000434.csv', 'house_000406.csv', 'house_000839.csv', 'house_000868.csv', 'house_000541.csv', 'house_000642.csv', 'house_000063.csv', 'house_000181.csv', 'house_000310.csv', 'house_000492.csv', 'house_000018.csv', 'house_000229.csv', 'house_000324.csv', 'house_000033.csv', 'house_000799.csv', 'house_000021.csv', 'house_000079.csv', 'house_000615.csv', 'house_000301.csv', 'house_000339.csv', 'house_000930.csv', 'house_000793.csv', 'house_000309.csv', 'house_000990.csv', 'house_000936.csv', 'house_000307.csv', 'house_000359.csv', 'house_000485.csv', 'house_000171.csv', 'house_000817.csv', 'house_000324.csv', 'house_000998.csv', 'house_000782.csv', 'house_000590.csv', 'house_000089.csv', 'house_000530.csv', 'house_000531.csv', 'house_000510.csv', 'house_000870.csv', 'house_000572.csv', 'house_000638.csv', 'house_000865.csv']
319;144;13950.5565923;9.58172105318;9.58172105318;965.83748216;1793.69818115;1.21136758605;0.930424779663;0.616798851377;0.473067491944;1.91634421064;[2846.242756058311, 2741.864699361267, 2633.6234527886504, 2571.174818545418, 2544.7376528278432, 2553.142221582675, 2553.5958906254914, 2621.7829406470873, 2552.743787405695, 2251.72754419659, 1918.9086321029438, 1753.5025101088743, 1645.7876587617131, 1585.1799093797101, 1617.0429900189924, 1690.8072727206254, 1816.279578767683, 1936.9893995202262, 2004.4340337253386, 2072.4871082904806, 2164.4774507216052, 2320.903466924295, 2568.274022251498, 2803.498521369889];['house_000271.csv', 'house_000996.csv', 'house_000101.csv', 'house_000996.csv', 'house_000113.csv', 'house_000118.csv', 'house_000994.csv', 'house_000258.csv', 'house_000402.csv', 'house_000141.csv', 'house_000743.csv', 'house_000010.csv', 'house_000096.csv', 'house_000717.csv', 'house_000185.csv', 'house_000567.csv', 'house_000780.csv', 'house_000994.csv', 'house_000089.csv', 'house_000686.csv', 'house_000160.csv', 'house_000948.csv', 'house_000261.csv', 'house_000710.csv', 'house_000504.csv', 'house_000909.csv', 'house_000298.csv', 'house_000083.csv', 'house_000762.csv', 'house_000156.csv', 'house_000467.csv', 'house_000191.csv', 'house_000266.csv', 'house_000953.csv', 'house_000969.csv', 'house_000825.csv', 'house_000168.csv', 'house_000555.csv', 'house_000869.csv', 'house_000390.csv', 'house_000014.csv', 'house_000647.csv', 'house_000374.csv', 'house_000656.csv', 'house_000204.csv', 'house_000911.csv', 'house_000431.csv', 'house_000935.csv', 'house_000885.csv', 'house_000958.csv', 'house_000184.csv', 'house_000974.csv', 'house_000155.csv', 'house_000721.csv', 'house_000480.csv', 'house_000920.csv', 'house_000981.csv', 'house_000065.csv', 'house_000609.csv', 'house_000345.csv', 'house_000822.csv', 'house_000057.csv', 'house_000410.csv', 'house_000072.csv', 'house_000459.csv', 'house_000285.csv', 'house_000560.csv', 'house_000303.csv', 'house_000949.csv', 'house_000278.csv', 'house_000504.csv', 'house_000732.csv', 'house_000201.csv', 'house_000200.csv', 'house_000605.csv', 'house_000195.csv', 'house_000316.csv', 'house_000649.csv', 'house_000962.csv', 'house_000622.csv', 'house_000306.csv', 'house_000307.csv', 'house_000185.csv', 'house_000298.csv', 'house_000300.csv', 'house_000731.csv', 'house_000760.csv', 'house_000161.csv', 'house_000105.csv', 'house_000052.csv', 'house_000205.csv', 'house_000408.csv', 'house_000452.csv', 'house_000141.csv', 'house_000298.csv', 'house_000553.csv', 'house_000496.csv', 'house_000570.csv', 'house_000658.csv', 'house_000589.csv', 'house_000096.csv', 'house_000703.csv', 'house_000752.csv', 'house_000266.csv', 'house_000615.csv', 'house_000551.csv', 'house_000629.csv', 'house_000510.csv', 'house_000616.csv', 'house_000637.csv', 'house_000661.csv', 'house_000159.csv', 'house_000352.csv', 'house_000593.csv', 'house_000108.csv', 'house_000636.csv', 'house_000050.csv', 'house_000037.csv', 'house_000145.csv', 'house_000453.csv', 'house_000943.csv', 'house_000790.csv', 'house_000665.csv', 'house_000254.csv', 'house_000196.csv', 'house_000626.csv', 'house_000027.csv', 'house_000411.csv', 'house_000343.csv', 'house_000022.csv', 'house_000150.csv', 'house_000715.csv', 'house_000640.csv', 'house_000887.csv', 'house_000050.csv', 'house_000802.csv', 'house_000413.csv', 'house_000694.csv', 'house_000523.csv', 'house_000169.csv', 'house_000779.csv', 'house_000599.csv', 'house_000664.csv', 'house_000313.csv']
